COLLECTION_DATE,REVENUE_HEAD_ID,REVENUE_DESC,COLLECTION_AMOUNT
2019-10-17,11442,स्वास्थ्यसेवा कर,31000
2019-10-17,11443,शिक्षा सेवा कर- शैक्षिक संस्था,86445
2019-10-17,11451,सवारी साधन कर ( साना सवारी  ),504000
2019-10-17,11452,बस्तुको उपयोग तथा  उपयोगको अनुमतिमा लाग्ने अन्य कर,2176000
2019-10-17,11453,सडकमर्मत तथा सुधार दस्तुर,34067025
2019-10-17,11454,सडकनिर्माण तथा सम्भार दस्तुर,31290489
2019-10-17,11455,पूर्वाधारकर,31940000
2019-10-17,11461,वस्तु तथा सेवामा लाग्ने अन्य कर,14487786
2019-10-17,11462,स्वास्थ्य जोखिम कर आयात,93750
2019-10-17,11511,भंसार महसुल - आयात,526680307
2019-10-17,11521,भंसार महसुल -निर्यात,34500
2019-10-17,11522,निर्यातसेवा शुल्क,26500
2019-10-17,11561,कृषिसुधार शुल्क,12672950
2019-10-17,11562,भंसारसम्बन्धी अन्य आय,82022084
2019-10-17,11613,"व्यावसाय,रजिष्ट्रेशन दस्तुर तथा व्यवसाय कर",2951325
2019-10-17,11614,रेडियो/ एफ.एम.सञ्चालन दस्तुर,3900
2019-10-17,14151,सरकारीसम्पत्तीको वहालबाट प्राप्त आय,694534
2019-10-17,14171,वनरोयल्टी,7148902
2019-10-17,14176,पर्यटनसेवा शुल्क रोयल्टी,4800
2019-10-17,14177,घरजग्गा रजिष्ट्रेशन दस्तुर,1356442
2019-10-17,14178,सवारीसाधन कर,5219967
2019-10-17,14179,अन्यबाँडफाँड हुने राजस्व,341055
2019-10-17,14211,कृषिउत्पादनको विक्रीबाट प्राप्त रकम,2275409
2019-10-17,14212,सरकारीसम्पतीको विक्रीबाट प्राप्त रकम,73231
2019-10-17,14213,अन्यविक्रीबाट प्राप्त रकम,1708309
2019-10-17,14214,दूरसंचार सेवा शुल्क,214549
2019-10-17,14217,नहर तथा कुलो उपयोग वापतको शुल्क,8451
2019-10-17,14218,विद्युतसेवा शुल्क,1260
2019-10-17,14219,अन्यसेवा शुल्क तथा विक्री,835639
2019-10-17,14221,न्यायिकदस्तूर,13795306
2019-10-17,14222,हुलाकसेवा शुल्क,3229732
2019-10-17,14223,शिक्षाक्षेत्रको आम्दानी,228950
2019-10-17,14224,परीक्षाशुल्क,469120
2019-10-17,14225,यातायातक्षेत्रको आम्दानी,3756230
2019-10-17,14226,आयातनिर्यात इजाजत पत्र दस्तूर,619600
2019-10-17,14227,राहदानीशुल्क,32027385
2019-10-17,14228,भिसाशुल्क,13401308
2019-10-17,14229,अन्यप्रशासनिक सेवा शुल्क,10775090
2019-10-17,14250,अन्य प्रशासनिक दस्तुरहरु,400
2019-10-17,14251,कम्पनी रजिष्ट्रेशन दस्तुर,5475269
2019-10-17,14252,एजेन्सी रजिष्ट्रेशन दस्तुर,79680
2019-10-17,14253,व्यावसाय रजिष्ट्रेशन दस्तुर,7604850
2019-10-17,14254,रेडियो/ एफ.एम.सञ्चालन दस्तुर,58290
2019-10-17,14256,"चालक अनुमति पत्र, सवारी दर्ता किताब (Blue book) सम्बन्धी दस्तुर",13190753
2019-10-17,14257,हातहतियारको इजाजतपत्र दस्तूर,20330
2019-10-17,14264,वन क्षेत्रको  अन्य आय,500
2019-10-17,14311,"न्यायिकदण्ड,जरिवाना र जफत",2385156
2019-10-17,14312,"प्रशासनिकदण्ड,जरिवाना र जफत",16573572
2019-10-17,14313,धरौटी सदरस्याहा,124348
2019-10-17,14411,चालुहस्तान्तरण,6400
2019-10-17,14521,प्रदुषणनियन्त्रण शुल्क,602500
2019-10-17,14529,अन्यराजस्व,1579847
2019-10-17,14531,"सरकारीघर, जग्गा, गुडवील बिक्रीबाट प्राप्त रकम",2000
2019-10-17,15111,बेरूजू,13167716
2019-10-17,15112,निकासा फिर्ता,2226876
2019-10-17,15113,अनुदान फिर्ता,41005
2019-10-17,33151,वनरोयल्टी संकलन,10745326
2019-10-17,33152,खानी तथा खनिज रोयल्टी संकलन,4947086
2019-10-17,33154,पर्वतारोहणरोयल्टी संकलन,142538
2019-10-17,33155,पदयात्रारोयल्टी संकलन,2381540
2019-10-17,33159,अन्यबाँडफाँड हुने राजश्व संकलन,243084
2019-10-17,33311,मू. अ. कर–उत्पादन,13621140
2019-10-17,33312,मू. अ. कर-आयात,340589166
2019-10-17,33313,मू. अ. कर -वस्तु बिक्री र वितरण,178231387
2019-10-17,33314,मू. अ. कर -परामर्श तथा ठेक्का,186729120
2019-10-17,33315,मू. अ. कर -पर्यटन सेवा संकलन,3561584
2019-10-17,33316,"मू. अ. कर -संचार सेवा, विमा, हवाई उडान र अन्य सेवा संकलन",3753530
2019-10-17,33317,मू. अ. कर -बेदर्तावालाबाट गर्ने संकलन,14737109
2019-10-17,33331,अन्त:शुल्क -सुर्तिजन्य पदार्थ,123175842
2019-10-17,33332,अन्त:शुल्क –मदिरा,74861601
2019-10-17,33333,अन्त:शुल्क –बियर,105105580
2019-10-17,33334,अन्त:शुल्क -अन्य औद्योगिक उत्पादन,8497786
2019-10-17,33341,सवारीसाधन कर ,85854399
2019-10-17,33361,वन क्षेत्रको रोयल्टी,1700
2019-10-17,33364,विद्युत सम्बन्धी रोयल्टी,677278
2019-10-18,11111,एकलौटीफर्म तथा व्यक्तिगत आयमा लाग्ने कर,27394763
2019-10-18,11112,पारिश्रमिककर,35716297
2019-10-18,11113,पूँजीगतलाभ कर,20012457
2019-10-18,11121,निकायको मुनाफामा लाग्ने कर-सरकारी संस्थान,38296
2019-10-18,11122,निकायको मुनाफामा लाग्ने कर - पब्लिक लिमिटेड कम्पनी,349842
2019-10-18,11123,निकायको मुनाफामा लाग्ने कर – प्राइभेट लिमिटेड कम्पनी,56445750
2019-10-18,11124,निकायको मुनाफामा लाग्ने कर – अन्य संस्था,5974498
2019-10-18,11125,पूँजीगतलाभ कर - निकाय,708626
2019-10-18,11131,"सम्पत्ती, बहाल तथा पट्टा वापतको आयमा लाग्ने कर",1299634
2019-10-18,11132,व्याजमालाग्ने कर,4106701
2019-10-18,11133,लाभांशमालाग्ने कर,181852
2019-10-18,11135,आकस्मिकलाभ कर,21805
2019-10-18,11139,अन्यआयमा लाग्ने कर,102292
2019-10-18,11211,पारिश्रमिकमाआधारित सामाजिक सुरक्षा कर,7662749
2019-10-18,11419,बाँडफाँड हुने बाहेक अन्य स्रोत बाट प्राप्त मूल्य अभिबृद्धि कर,221039
2019-10-18,11422,अन्त:शुल्क आयात,1451660
2019-10-18,11442,स्वास्थ्यसेवा कर,6305
2019-10-18,11443,शिक्षा सेवा कर- शैक्षिक संस्था,1620
2019-10-18,11451,सवारी साधन कर ( साना सवारी  ),2000
2019-10-18,11453,सडकमर्मत तथा सुधार दस्तुर,1872000
2019-10-18,11454,सडकनिर्माण तथा सम्भार दस्तुर,8784000
2019-10-18,11455,पूर्वाधारकर,4140000
2019-10-18,11461,वस्तु तथा सेवामा लाग्ने अन्य कर,1200660
2019-10-18,11511,भंसार महसुल - आयात,13169158
2019-10-18,11521,भंसार महसुल -निर्यात,100000
2019-10-18,11522,निर्यातसेवा शुल्क,14600
2019-10-18,11561,कृषिसुधार शुल्क,2436416
2019-10-18,11562,भंसारसम्बन्धी अन्य आय,208500
2019-10-18,11613,"व्यावसाय,रजिष्ट्रेशन दस्तुर तथा व्यवसाय कर",591225
2019-10-18,14151,सरकारीसम्पत्तीको वहालबाट प्राप्त आय,108672
2019-10-18,14171,वनरोयल्टी,372048
2019-10-18,14177,घरजग्गा रजिष्ट्रेशन दस्तुर,1258485
2019-10-18,14178,सवारीसाधन कर,2474152
2019-10-18,14211,कृषिउत्पादनको विक्रीबाट प्राप्त रकम,1446480
2019-10-18,14212,सरकारीसम्पतीको विक्रीबाट प्राप्त रकम,33714
2019-10-18,14213,अन्यविक्रीबाट प्राप्त रकम,251472
2019-10-18,14217,नहर तथा कुलो उपयोग वापतको शुल्क,0
2019-10-18,14218,विद्युतसेवा शुल्क,4086
2019-10-18,14221,न्यायिकदस्तूर,3838843
2019-10-18,14222,हुलाकसेवा शुल्क,537644
2019-10-18,14223,शिक्षाक्षेत्रको आम्दानी,663665
2019-10-18,14224,परीक्षाशुल्क,270940
2019-10-18,14225,यातायातक्षेत्रको आम्दानी,2793125
2019-10-18,14226,आयातनिर्यात इजाजत पत्र दस्तूर,485300
2019-10-18,14227,राहदानीशुल्क,25758083
2019-10-18,14228,भिसाशुल्क,11193634
2019-10-18,14229,अन्यप्रशासनिक सेवा शुल्क,3774325
2019-10-18,14250,अन्य प्रशासनिक दस्तुरहरु,75
2019-10-18,14251,कम्पनी रजिष्ट्रेशन दस्तुर,1995480
2019-10-18,14252,एजेन्सी रजिष्ट्रेशन दस्तुर,6100
2019-10-18,14253,व्यावसाय रजिष्ट्रेशन दस्तुर,673265
2019-10-18,14256,"चालक अनुमति पत्र, सवारी दर्ता किताब (Blue book) सम्बन्धी दस्तुर",8264134
2019-10-18,14257,हातहतियारको इजाजतपत्र दस्तूर,2400
2019-10-18,14264,वन क्षेत्रको  अन्य आय,500
2019-10-18,14311,"न्यायिकदण्ड,जरिवाना र जफत",205703
2019-10-18,14312,"प्रशासनिकदण्ड,जरिवाना र जफत",4004809
2019-10-18,14313,धरौटी सदरस्याहा,1149550
2019-10-18,14411,चालुहस्तान्तरण,12100
2019-10-18,14521,प्रदुषणनियन्त्रण शुल्क,519595
2019-10-18,14529,अन्यराजस्व,1073639
2019-10-18,14531,"सरकारीघर, जग्गा, गुडवील बिक्रीबाट प्राप्त रकम",25410
2019-10-18,15111,बेरूजू,3044955
2019-10-18,15112,निकासा फिर्ता,8670386
2019-10-18,33151,वनरोयल्टी संकलन,773535
2019-10-18,33152,खानी तथा खनिज रोयल्टी संकलन,61920
2019-10-18,33154,पर्वतारोहणरोयल्टी संकलन,810750
2019-10-18,33155,पदयात्रारोयल्टी संकलन,1396948
2019-10-18,33159,अन्यबाँडफाँड हुने राजश्व संकलन,180324
2019-10-18,33311,मू. अ. कर–उत्पादन,3806442
2019-10-18,33312,मू. अ. कर-आयात,19856824
2019-10-18,33313,मू. अ. कर -वस्तु बिक्री र वितरण,8726123
2019-10-18,33314,मू. अ. कर -परामर्श तथा ठेक्का,55603783
2019-10-18,33315,मू. अ. कर -पर्यटन सेवा संकलन,109991
2019-10-18,33316,"मू. अ. कर -संचार सेवा, विमा, हवाई उडान र अन्य सेवा संकलन",540246
2019-10-18,33317,मू. अ. कर -बेदर्तावालाबाट गर्ने संकलन,3055987
2019-10-18,33331,अन्त:शुल्क -सुर्तिजन्य पदार्थ,42935663
2019-10-18,33332,अन्त:शुल्क –मदिरा,83102267
2019-10-18,33333,अन्त:शुल्क –बियर,49378725
2019-10-18,33334,अन्त:शुल्क -अन्य औद्योगिक उत्पादन,5301265
2019-10-18,33341,सवारीसाधन कर ,49270759
2019-10-19,11111,एकलौटीफर्म तथा व्यक्तिगत आयमा लाग्ने कर,4033256
2019-10-19,11112,पारिश्रमिककर,32853
2019-10-19,11123,निकायको मुनाफामा लाग्ने कर – प्राइभेट लिमिटेड कम्पनी,94751
2019-10-19,11124,निकायको मुनाफामा लाग्ने कर – अन्य संस्था,303
2019-10-19,11131,"सम्पत्ती, बहाल तथा पट्टा वापतको आयमा लाग्ने कर",5950
2019-10-19,11211,पारिश्रमिकमाआधारित सामाजिक सुरक्षा कर,215473
2019-10-19,11419,बाँडफाँड हुने बाहेक अन्य स्रोत बाट प्राप्त मूल्य अभिबृद्धि कर,129613
2019-10-19,11422,अन्त:शुल्क आयात,73808849
2019-10-19,11452,बस्तुको उपयोग तथा  उपयोगको अनुमतिमा लाग्ने अन्य कर,1776000
2019-10-19,11453,सडकमर्मत तथा सुधार दस्तुर,12760344
2019-10-19,11455,पूर्वाधारकर,2580000
2019-10-19,11511,भंसार महसुल - आयात,123620625
2019-10-19,11521,भंसार महसुल -निर्यात,62000
2019-10-19,11522,निर्यातसेवा शुल्क,2100
2019-10-19,11561,कृषिसुधार शुल्क,5104088
2019-10-19,11562,भंसारसम्बन्धी अन्य आय,385400
2019-10-19,14227,राहदानीशुल्क,10000
2019-10-19,14228,भिसाशुल्क,108194
2019-10-19,14312,"प्रशासनिकदण्ड,जरिवाना र जफत",104487
2019-10-19,33312,मू. अ. कर-आयात,3954866
2019-10-19,33313,मू. अ. कर -वस्तु बिक्री र वितरण,119824235
2019-10-19,33314,मू. अ. कर -परामर्श तथा ठेक्का,3726242
2019-10-19,33317,मू. अ. कर -बेदर्तावालाबाट गर्ने संकलन,1000
2019-10-19,33334,अन्त:शुल्क -अन्य औद्योगिक उत्पादन,172409
2019-10-20,11111,एकलौटीफर्म तथा व्यक्तिगत आयमा लाग्ने कर,40350470
2019-10-20,11112,पारिश्रमिककर,27954514
2019-10-20,11113,पूँजीगतलाभ कर,28440417
2019-10-20,11121,निकायको मुनाफामा लाग्ने कर-सरकारी संस्थान,144850
2019-10-20,11122,निकायको मुनाफामा लाग्ने कर - पब्लिक लिमिटेड कम्पनी,40622991
2019-10-20,11123,निकायको मुनाफामा लाग्ने कर – प्राइभेट लिमिटेड कम्पनी,15142356
2019-10-20,11124,निकायको मुनाफामा लाग्ने कर – अन्य संस्था,5810591
2019-10-20,11125,पूँजीगतलाभ कर - निकाय,349005
2019-10-20,11131,"सम्पत्ती, बहाल तथा पट्टा वापतको आयमा लाग्ने कर",2422554
2019-10-20,11132,व्याजमालाग्ने कर,8763059
2019-10-20,11133,लाभांशमालाग्ने कर,448151
2019-10-20,11134,लगानीसम्बन्धी अन्य आयमा लाग्ने कर,49574
2019-10-20,11135,आकस्मिकलाभ कर,377125
2019-10-20,11139,अन्यआयमा लाग्ने कर,131387
2019-10-20,11211,पारिश्रमिकमाआधारित सामाजिक सुरक्षा कर,15042649
2019-10-20,11315,बाँडफाँडबाट प्राप्त हुने घरजग्गा रजिष्टेशन दस्तुर,26939455
2019-10-20,11411,बाँडफाड भई प्राप्त हुने मूल्य अभिवृद्वि कर,663349645
2019-10-20,11419,बाँडफाँड हुने बाहेक अन्य स्रोत बाट प्राप्त मूल्य अभिबृद्धि कर,48591
2019-10-20,11421,बाँडफाँडभर्इ प्राप्त हुने अन्त शुल्क,344399448
2019-10-20,11422,अन्त:शुल्क आयात,424349168
2019-10-20,11442,स्वास्थ्यसेवा कर,74279
2019-10-20,11443,शिक्षा सेवा कर- शैक्षिक संस्था,35797
2019-10-20,11451,सवारी साधन कर ( साना सवारी  ),11500
2019-10-20,11452,बस्तुको उपयोग तथा  उपयोगको अनुमतिमा लाग्ने अन्य कर,3496000
2019-10-20,11453,सडकमर्मत तथा सुधार दस्तुर,115447570
2019-10-20,11454,सडकनिर्माण तथा सम्भार दस्तुर,57766693
2019-10-20,11455,पूर्वाधारकर,166720000
2019-10-20,11461,वस्तु तथा सेवामा लाग्ने अन्य कर,15903713
2019-10-20,11462,स्वास्थ्य जोखिम कर आयात,237665
2019-10-20,11511,भंसार महसुल - आयात,1146587968
2019-10-20,11521,भंसार महसुल -निर्यात,295258
2019-10-20,11522,निर्यातसेवा शुल्क,30500
2019-10-20,11561,कृषिसुधार शुल्क,27582546
2019-10-20,11562,भंसारसम्बन्धी अन्य आय,2185500
2019-10-20,11613,"व्यावसाय,रजिष्ट्रेशन दस्तुर तथा व्यवसाय कर",316425
2019-10-20,14151,सरकारीसम्पत्तीको वहालबाट प्राप्त आय,571275
2019-10-20,14157,बाँडफाँड भई प्राप्त दहत्तर बहत्तरको विक्रिबाट प्राप्त हुने आय ,2690265
2019-10-20,14171,वनरोयल्टी,750712
2019-10-20,14176,पर्यटनसेवा शुल्क रोयल्टी,6040
2019-10-20,14177,घरजग्गा रजिष्ट्रेशन दस्तुर,25012013
2019-10-20,14178,सवारीसाधन कर,6546022
2019-10-20,14179,अन्यबाँडफाँड हुने राजस्व,5871072
2019-10-20,14211,कृषिउत्पादनको विक्रीबाट प्राप्त रकम,2576787
2019-10-20,14213,अन्यविक्रीबाट प्राप्त रकम,5333744
2019-10-20,14217,नहर तथा कुलो उपयोग वापतको शुल्क,6343
2019-10-20,14218,विद्युतसेवा शुल्क,3853
2019-10-20,14221,न्यायिकदस्तूर,7621482
2019-10-20,14222,हुलाकसेवा शुल्क,1375939
2019-10-20,14223,शिक्षाक्षेत्रको आम्दानी,109125
2019-10-20,14224,परीक्षाशुल्क,598920
2019-10-20,14225,यातायातक्षेत्रको आम्दानी,4185330
2019-10-20,14226,आयातनिर्यात इजाजत पत्र दस्तूर,431588
2019-10-20,14227,राहदानीशुल्क,41002085
2019-10-20,14228,भिसाशुल्क,25099227
2019-10-20,14229,अन्यप्रशासनिक सेवा शुल्क,16932937
2019-10-20,14251,कम्पनी रजिष्ट्रेशन दस्तुर,2503745
2019-10-20,14252,एजेन्सी रजिष्ट्रेशन दस्तुर,57100
2019-10-20,14253,व्यावसाय रजिष्ट्रेशन दस्तुर,1357325
2019-10-20,14256,"चालक अनुमति पत्र, सवारी दर्ता किताब (Blue book) सम्बन्धी दस्तुर",11991402
2019-10-20,14257,हातहतियारको इजाजतपत्र दस्तूर,8800
2019-10-20,14265,अन्य क्षेत्रको आय,20000
2019-10-20,14311,"न्यायिकदण्ड,जरिवाना र जफत",453832
2019-10-20,14312,"प्रशासनिकदण्ड,जरिवाना र जफत",11203676
2019-10-20,14521,प्रदुषणनियन्त्रण शुल्क,448820
2019-10-20,14529,अन्यराजस्व,1179759
2019-10-20,15111,बेरूजू,4273463
2019-10-20,15112,निकासा फिर्ता,1021000
2019-10-20,15113,अनुदान फिर्ता,20607150
2019-10-20,33151,वनरोयल्टी संकलन,4008113
2019-10-20,33152,खानी तथा खनिज रोयल्टी संकलन,8637
2019-10-20,33155,पदयात्रारोयल्टी संकलन,2471814
2019-10-20,33159,अन्यबाँडफाँड हुने राजश्व संकलन,75070
2019-10-20,33311,मू. अ. कर–उत्पादन,1849516
2019-10-20,33312,मू. अ. कर-आयात,949580795
2019-10-20,33313,मू. अ. कर -वस्तु बिक्री र वितरण,232644125
2019-10-20,33314,मू. अ. कर -परामर्श तथा ठेक्का,49112984
2019-10-20,33315,मू. अ. कर -पर्यटन सेवा संकलन,974520
2019-10-20,33316,"मू. अ. कर -संचार सेवा, विमा, हवाई उडान र अन्य सेवा संकलन",1039947
2019-10-20,33317,मू. अ. कर -बेदर्तावालाबाट गर्ने संकलन,8594147
2019-10-20,33331,अन्त:शुल्क -सुर्तिजन्य पदार्थ,99066589
2019-10-20,33332,अन्त:शुल्क –मदिरा,75398749
2019-10-20,33333,अन्त:शुल्क –बियर,38419815
2019-10-20,33334,अन्त:शुल्क -अन्य औद्योगिक उत्पादन,9438851
2019-10-20,33341,सवारीसाधन कर ,59973798
2019-10-20,33361,वन क्षेत्रको रोयल्टी,311775
2019-10-21,11111,एकलौटीफर्म तथा व्यक्तिगत आयमा लाग्ने कर,1085532
2019-10-21,11112,पारिश्रमिककर,66264
2019-10-21,11113,पूँजीगतलाभ कर,920034
2019-10-21,11123,निकायको मुनाफामा लाग्ने कर – प्राइभेट लिमिटेड कम्पनी,100
2019-10-21,11124,निकायको मुनाफामा लाग्ने कर – अन्य संस्था,100
2019-10-21,11211,पारिश्रमिकमाआधारित सामाजिक सुरक्षा कर,92108
2019-10-21,14219,अन्यसेवा शुल्क तथा विक्री,2000
2019-10-21,14224,परीक्षाशुल्क,7700
2019-10-21,14229,अन्यप्रशासनिक सेवा शुल्क,70000
2019-10-21,15112,निकासा फिर्ता,83200
2019-10-21,33314,मू. अ. कर -परामर्श तथा ठेक्का,2938650
2019-10-21,33317,मू. अ. कर -बेदर्तावालाबाट गर्ने संकलन,7750
2019-10-21,33331,अन्त:शुल्क -सुर्तिजन्य पदार्थ,734250
2019-10-22,11111,एकलौटीफर्म तथा व्यक्तिगत आयमा लाग्ने कर,83904494
2019-10-22,11112,पारिश्रमिककर,67835145
2019-10-22,11113,पूँजीगतलाभ कर,60510796
2019-10-22,11121,निकायको मुनाफामा लाग्ने कर-सरकारी संस्थान,594866
2019-10-22,11122,निकायको मुनाफामा लाग्ने कर - पब्लिक लिमिटेड कम्पनी,3856466
2019-10-22,11123,निकायको मुनाफामा लाग्ने कर – प्राइभेट लिमिटेड कम्पनी,84810789
2019-10-22,11124,निकायको मुनाफामा लाग्ने कर – अन्य संस्था,53488613
2019-10-22,11125,पूँजीगतलाभ कर - निकाय,2879058
2019-10-22,11131,"सम्पत्ती, बहाल तथा पट्टा वापतको आयमा लाग्ने कर",8689770
2019-10-22,11132,व्याजमालाग्ने कर,30806823
2019-10-22,11133,लाभांशमालाग्ने कर,5345761
2019-10-22,11135,आकस्मिकलाभ कर,2474177
2019-10-22,11139,अन्यआयमा लाग्ने कर,3258049
2019-10-22,11211,पारिश्रमिकमाआधारित सामाजिक सुरक्षा कर,29955000
2019-10-22,11311,व्यक्तिगतसम्पतीमा लाग्ने बार्षिक कर,14300
2019-10-22,11315,बाँडफाँडबाट प्राप्त हुने घरजग्गा रजिष्टेशन दस्तुर,186832224
2019-10-22,11411,बाँडफाड भई प्राप्त हुने मूल्य अभिवृद्वि कर,0
2019-10-22,11419,बाँडफाँड हुने बाहेक अन्य स्रोत बाट प्राप्त मूल्य अभिबृद्धि कर,72414
2019-10-22,11421,बाँडफाँडभर्इ प्राप्त हुने अन्त शुल्क,0
2019-10-22,11422,अन्त:शुल्क आयात,423228382
2019-10-22,11442,स्वास्थ्यसेवा कर,23000
2019-10-22,11443,शिक्षा सेवा कर- शैक्षिक संस्था,238135
2019-10-22,11444,शिक्षा सेवा कर- वैदेशिक अध्ययन,280
2019-10-22,11451,सवारी साधन कर ( साना सवारी  ),19300
2019-10-22,11452,बस्तुको उपयोग तथा  उपयोगको अनुमतिमा लाग्ने अन्य कर,984000
2019-10-22,11453,सडकमर्मत तथा सुधार दस्तुर,44149241
2019-10-22,11454,सडकनिर्माण तथा सम्भार दस्तुर,88045723
2019-10-22,11455,पूर्वाधारकर,37120000
2019-10-22,11461,वस्तु तथा सेवामा लाग्ने अन्य कर,29021826
2019-10-22,11471,बाँडफाँडबाट प्राप्त हुने मनोरञ्जन कर,190076
2019-10-22,11472,बाँडफाँडबाट प्राप्त हुने विज्ञापनकर,1943095
2019-10-22,11511,भंसार महसुल - आयात,998289816
2019-10-22,11521,भंसार महसुल -निर्यात,300000
2019-10-22,11522,निर्यातसेवा शुल्क,38700
2019-10-22,11561,कृषिसुधार शुल्क,33120776
2019-10-22,11562,भंसारसम्बन्धी अन्य आय,2571200
2019-10-22,11611,व्यवसायले भुक्तानी गर्ने,4500
2019-10-22,11613,"व्यावसाय,रजिष्ट्रेशन दस्तुर तथा व्यवसाय कर",1535650
2019-10-22,14151,सरकारीसम्पत्तीको वहालबाट प्राप्त आय,1087873
2019-10-22,14157,बाँडफाँड भई प्राप्त दहत्तर बहत्तरको विक्रिबाट प्राप्त हुने आय ,22543772
2019-10-22,14159,अन्यस्रोतबाट प्राप्त बाँडफाँड नहुने रोयल्टी,6716
2019-10-22,14171,वनरोयल्टी,897149
2019-10-22,14177,घरजग्गा रजिष्ट्रेशन दस्तुर,3415755
2019-10-22,14178,सवारीसाधन कर,6263731
2019-10-22,14179,अन्यबाँडफाँड हुने राजस्व,26376
2019-10-22,14211,कृषिउत्पादनको विक्रीबाट प्राप्त रकम,12194357
2019-10-22,14212,सरकारीसम्पतीको विक्रीबाट प्राप्त रकम,45590
2019-10-22,14213,अन्यविक्रीबाट प्राप्त रकम,1450818
2019-10-22,14217,नहर तथा कुलो उपयोग वापतको शुल्क,100
2019-10-22,14218,विद्युतसेवा शुल्क,5812
2019-10-22,14221,न्यायिकदस्तूर,10274266
2019-10-22,14222,हुलाकसेवा शुल्क,2859293
2019-10-22,14223,शिक्षाक्षेत्रको आम्दानी,1853800
2019-10-22,14224,परीक्षाशुल्क,997565
2019-10-22,14225,यातायातक्षेत्रको आम्दानी,5745191
2019-10-22,14226,आयातनिर्यात इजाजत पत्र दस्तूर,1140550
2019-10-22,14227,राहदानीशुल्क,62648000
2019-10-22,14228,भिसाशुल्क,26511766
2019-10-22,14229,अन्यप्रशासनिक सेवा शुल्क,9306859
2019-10-22,14251,कम्पनी रजिष्ट्रेशन दस्तुर,7429227
2019-10-22,14252,एजेन्सी रजिष्ट्रेशन दस्तुर,4930
2019-10-22,14253,व्यावसाय रजिष्ट्रेशन दस्तुर,3096180
2019-10-22,14256,"चालक अनुमति पत्र, सवारी दर्ता किताब (Blue book) सम्बन्धी दस्तुर",22856680
2019-10-22,14257,हातहतियारको इजाजतपत्र दस्तूर,37250
2019-10-22,14311,"न्यायिकदण्ड,जरिवाना र जफत",1261556
2019-10-22,14312,"प्रशासनिकदण्ड,जरिवाना र जफत",7429171
2019-10-22,14313,धरौटी सदरस्याहा,2292220
2019-10-22,14411,चालुहस्तान्तरण,5200
2019-10-22,14521,प्रदुषणनियन्त्रण शुल्क,1153120
2019-10-22,14529,अन्यराजस्व,3041642
2019-10-22,15111,बेरूजू,39497649
2019-10-22,15112,निकासा फिर्ता,4915048
2019-10-22,15113,अनुदान फिर्ता,30432964
2019-10-22,33151,वनरोयल्टी संकलन,4376108
2019-10-22,33152,खानी तथा खनिज रोयल्टी संकलन,19470531
2019-10-22,33154,पर्वतारोहणरोयल्टी संकलन,2277600
2019-10-22,33155,पदयात्रारोयल्टी संकलन,16634012
2019-10-22,33159,अन्यबाँडफाँड हुने राजश्व संकलन,532431
2019-10-22,33311,मू. अ. कर–उत्पादन,12996648
2019-10-22,33312,मू. अ. कर-आयात,743895201
2019-10-22,33313,मू. अ. कर -वस्तु बिक्री र वितरण,231883167
2019-10-22,33314,मू. अ. कर -परामर्श तथा ठेक्का,121247316
2019-10-22,33315,मू. अ. कर -पर्यटन सेवा संकलन,2163443
2019-10-22,33316,"मू. अ. कर -संचार सेवा, विमा, हवाई उडान र अन्य सेवा संकलन",74496000
2019-10-22,33317,मू. अ. कर -बेदर्तावालाबाट गर्ने संकलन,26093100
2019-10-22,33331,अन्त:शुल्क -सुर्तिजन्य पदार्थ,179986582
2019-10-22,33332,अन्त:शुल्क –मदिरा,209985403
2019-10-22,33333,अन्त:शुल्क –बियर,82915206
2019-10-22,33334,अन्त:शुल्क -अन्य औद्योगिक उत्पादन,18920456
2019-10-22,33341,सवारीसाधन कर ,124230583
2019-10-22,33361,वन क्षेत्रको रोयल्टी,16096342
2019-10-22,33364,विद्युत सम्बन्धी रोयल्टी,5379447
2019-10-23,11111,एकलौटीफर्म तथा व्यक्तिगत आयमा लाग्ने कर,27408694
2019-10-23,11112,पारिश्रमिककर,46325314
2019-10-23,11113,पूँजीगतलाभ कर,36242497
2019-10-23,11121,निकायको मुनाफामा लाग्ने कर-सरकारी संस्थान,237371
2019-10-23,11122,निकायको मुनाफामा लाग्ने कर - पब्लिक लिमिटेड कम्पनी,279346
2019-10-23,11123,निकायको मुनाफामा लाग्ने कर – प्राइभेट लिमिटेड कम्पनी,19716912
2019-10-23,11124,निकायको मुनाफामा लाग्ने कर – अन्य संस्था,16217997
2019-10-23,11125,पूँजीगतलाभ कर - निकाय,13125
2019-10-23,11131,"सम्पत्ती, बहाल तथा पट्टा वापतको आयमा लाग्ने कर",2800429
2019-10-23,11132,व्याजमालाग्ने कर,27757676
2019-10-23,11133,लाभांशमालाग्ने कर,1355362
2019-10-23,11134,लगानीसम्बन्धी अन्य आयमा लाग्ने कर,16542
2019-10-23,11135,आकस्मिकलाभ कर,36338608
2019-10-23,11139,अन्यआयमा लाग्ने कर,42761
2019-10-23,11211,पारिश्रमिकमाआधारित सामाजिक सुरक्षा कर,11372895
2019-10-23,11315,बाँडफाँडबाट प्राप्त हुने घरजग्गा रजिष्टेशन दस्तुर,12500
