COLLECTION_DATE,REVENUE_HEAD_ID,REVENUE_DESC,COLLECTION_AMOUNT
2019-10-23,11419,बाँडफाँड हुने बाहेक अन्य स्रोत बाट प्राप्त मूल्य अभिबृद्धि कर,26124
2019-10-23,11422,अन्त:शुल्क आयात,105087879
2019-10-23,11442,स्वास्थ्यसेवा कर,9500
2019-10-23,11443,शिक्षा सेवा कर- शैक्षिक संस्था,71671
2019-10-23,11451,सवारी साधन कर ( साना सवारी  ),99040
2019-10-23,11453,सडकमर्मत तथा सुधार दस्तुर,6120000
2019-10-23,11454,सडकनिर्माण तथा सम्भार दस्तुर,24776054
2019-10-23,11455,पूर्वाधारकर,16780000
2019-10-23,11461,वस्तु तथा सेवामा लाग्ने अन्य कर,8427039
2019-10-23,11462,स्वास्थ्य जोखिम कर आयात,152138
2019-10-23,11511,भंसार महसुल - आयात,494983321
2019-10-23,11521,भंसार महसुल -निर्यात,126300
2019-10-23,11522,निर्यातसेवा शुल्क,10400
2019-10-23,11561,कृषिसुधार शुल्क,7307887
2019-10-23,11562,भंसारसम्बन्धी अन्य आय,1400280
2019-10-23,11613,"व्यावसाय,रजिष्ट्रेशन दस्तुर तथा व्यवसाय कर",243550
2019-10-23,14151,सरकारीसम्पत्तीको वहालबाट प्राप्त आय,157639
2019-10-23,14171,वनरोयल्टी,498426
2019-10-23,14177,घरजग्गा रजिष्ट्रेशन दस्तुर,1257001
2019-10-23,14178,सवारीसाधन कर,7190222
2019-10-23,14179,अन्यबाँडफाँड हुने राजस्व,20324
2019-10-23,14211,कृषिउत्पादनको विक्रीबाट प्राप्त रकम,1083916
2019-10-23,14212,सरकारीसम्पतीको विक्रीबाट प्राप्त रकम,118130
2019-10-23,14213,अन्यविक्रीबाट प्राप्त रकम,545239
2019-10-23,14214,दूरसंचार सेवा शुल्क,0
2019-10-23,14217,नहर तथा कुलो उपयोग वापतको शुल्क,3590
2019-10-23,14218,विद्युतसेवा शुल्क,1766
2019-10-23,14219,अन्यसेवा शुल्क तथा विक्री,142694
2019-10-23,14221,न्यायिकदस्तूर,6977954
2019-10-23,14222,हुलाकसेवा शुल्क,1133486
2019-10-23,14223,शिक्षाक्षेत्रको आम्दानी,206265
2019-10-23,14224,परीक्षाशुल्क,782700
2019-10-23,14225,यातायातक्षेत्रको आम्दानी,2730020
2019-10-23,14226,आयातनिर्यात इजाजत पत्र दस्तूर,589902
2019-10-23,14227,राहदानीशुल्क,29837500
2019-10-23,14228,भिसाशुल्क,13140251
2019-10-23,14229,अन्यप्रशासनिक सेवा शुल्क,4975880
2019-10-23,14250,अन्य प्रशासनिक दस्तुरहरु,525
2019-10-23,14251,कम्पनी रजिष्ट्रेशन दस्तुर,3573707
2019-10-23,14252,एजेन्सी रजिष्ट्रेशन दस्तुर,68550
2019-10-23,14253,व्यावसाय रजिष्ट्रेशन दस्तुर,952025
2019-10-23,14256,"चालक अनुमति पत्र, सवारी दर्ता किताब (Blue book) सम्बन्धी दस्तुर",8709953
2019-10-23,14257,हातहतियारको इजाजतपत्र दस्तूर,11550
2019-10-23,14264,वन क्षेत्रको  अन्य आय,293515
2019-10-23,14311,"न्यायिकदण्ड,जरिवाना र जफत",263454
2019-10-23,14312,"प्रशासनिकदण्ड,जरिवाना र जफत",5280750
2019-10-23,14313,धरौटी सदरस्याहा,4130
2019-10-23,14521,प्रदुषणनियन्त्रण शुल्क,433330
2019-10-23,14529,अन्यराजस्व,987176
2019-10-23,15111,बेरूजू,8893956
2019-10-23,15112,निकासा फिर्ता,824147
2019-10-23,15113,अनुदान फिर्ता,16467167
2019-10-23,33151,वनरोयल्टी संकलन,7234381
2019-10-23,33152,खानी तथा खनिज रोयल्टी संकलन,7217071
2019-10-23,33154,पर्वतारोहणरोयल्टी संकलन,1505610
2019-10-23,33155,पदयात्रारोयल्टी संकलन,1817712
2019-10-23,33159,अन्यबाँडफाँड हुने राजश्व संकलन,400108
2019-10-23,33311,मू. अ. कर–उत्पादन,6751038
2019-10-23,33312,मू. अ. कर-आयात,529022449
2019-10-23,33313,मू. अ. कर -वस्तु बिक्री र वितरण,11882824
2019-10-23,33314,मू. अ. कर -परामर्श तथा ठेक्का,69203239
2019-10-23,33315,मू. अ. कर -पर्यटन सेवा संकलन,961363
2019-10-23,33316,"मू. अ. कर -संचार सेवा, विमा, हवाई उडान र अन्य सेवा संकलन",341739
2019-10-23,33317,मू. अ. कर -बेदर्तावालाबाट गर्ने संकलन,5065773
2019-10-23,33331,अन्त:शुल्क -सुर्तिजन्य पदार्थ,60429195
2019-10-23,33332,अन्त:शुल्क –मदिरा,104988742
2019-10-23,33333,अन्त:शुल्क –बियर,90235428
2019-10-23,33334,अन्त:शुल्क -अन्य औद्योगिक उत्पादन,4893577
2019-10-23,33341,सवारीसाधन कर ,54758240
2019-10-23,33361,वन क्षेत्रको रोयल्टी,320100
2019-10-24,11111,एकलौटीफर्म तथा व्यक्तिगत आयमा लाग्ने कर,58288035
2019-10-24,11112,पारिश्रमिककर,62636866
2019-10-24,11113,पूँजीगतलाभ कर,54878086
2019-10-24,11121,निकायको मुनाफामा लाग्ने कर-सरकारी संस्थान,40800
2019-10-24,11122,निकायको मुनाफामा लाग्ने कर - पब्लिक लिमिटेड कम्पनी,803532
2019-10-24,11123,निकायको मुनाफामा लाग्ने कर – प्राइभेट लिमिटेड कम्पनी,25488184
2019-10-24,11124,निकायको मुनाफामा लाग्ने कर – अन्य संस्था,32702158
2019-10-24,11125,पूँजीगतलाभ कर - निकाय,1632206
2019-10-24,11131,"सम्पत्ती, बहाल तथा पट्टा वापतको आयमा लाग्ने कर",3305729
